   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	17739	6733	1690	2020	618	506	474	1574	2048	13615	76.7518
Gowainghat	51696	13426	3344	10493	2980	1841	1565	5886	7451	39535	76.4759
Jakiganj	34817	9825	3459	4931	2010	2231	1846	2371	4217	26673	76.6091
Jaintapur	28979	9342	2006	6652	1044	1011	817	1778	2595	22650	78.1600
Balaganj	49766	14047	4764	7731	1524	2494	1108	6032	7140	37700	75.7545
Golapganj	46971	15750	6730	3595	1605	2304	1187	5291	6478	36462	77.6266
Sylhet Sadar	93929	34006	8337	12020	1841	5773	2043	8239	10282	72259	76.9294
Biani Bazar	34998	11021	4144	3262	2060	894	1237	3193	4430	25811	73.7499
Kanaighat	46755	13940	4116	8905	1276	1586	2614	2028	4642	34465	73.7140
Biswanath	30120	10087	3545	2719	544	1212	681	4030	4711	22818	75.7570
Companiganj	27226	8706	1687	4759	908	1449	200	2820	3020	20529	75.4022
South Shurma	53270	18106	6065	7462	1423	2481	1281	4703	5984	41521	77.9444

 
