   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	85654	30223	9040	8632	2533	1447	467	9343	9810	61685	72.0165
Boalmari	49869	12081	3199	8091	3157	231	881	3308	4189	30948	62.0586
Bhanga	47138	18428	3354	4772	2549	175	760	3915	4675	33953	72.0289
Char Bhadrashion	12114	3259	1423	1310	590	226	93	946	1039	7847	64.7763
Nagarkanda	59899	23039	5263	6959	2721	636	652	3502	4154	42772	71.4069
Sadarpur	31908	9880	3107	3432	1234	381	128	2461	2589	20623	64.6327
Alphadanga	23743	9400	1588	2905	1040	25	527	1277	1804	16762	70.5976
Modhukhali	39670	16201	2415	3485	1426	259	609	3627	4236	28022	70.6378

 
