   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	44803	17543	5238	4948	392	1683	587	6511	7098	36902	82.3650
Poba (Sadar)	73302	19561	6745	15372	1068	3458	950	14134	15084	61288	83.6103
Mohanpur	42692	17035	2721	7519	646	1699	988	4361	5349	34969	81.9100
Puthiya	48785	18035	5338	6978	487	1250	393	7943	8336	40424	82.8615
Bagmara	98340	41069	8284	13480	2649	3768	3641	9778	13419	82669	84.0645
Charghat	49424	18686	5671	6992	1071	1501	536	6131	6667	40588	82.1220
Boalia	96062	34098	30351	9285	812	1519	609	5483	6092	82157	85.5250
Tanore	44261	17682	2472	5154	567	2586	1416	6637	8053	36514	82.4970
Godagari	70306	22178	5341	12251	1623	1284	2611	13732	16343	59020	83.9473
Bagha	43653	14249	4518	9143	388	1127	344	6771	7115	36540	83.7056

 
