   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	19744	8690	1106	1711	196	223	216	2468	2684	14610	73.9972
Bahubal	34940	15405	2729	4038	969	918	1064	2464	3528	27587	78.9554
Madhabpur	62052	30677	3779	4867	1375	1326	2402	4169	6571	48595	78.3134
Lakhai	28676	12772	2073	3317	458	795	418	2448	2866	22281	77.6991
Habiganj Sadar	61085	24181	4679	8472	2286	1797	2423	5563	7986	49401	80.8726
Baniachhong	56548	23454	4093	7952	1124	903	1784	3994	5778	43304	76.5792
Chunarughat	60785	26865	3972	7359	1925	577	3090	3525	6615	47313	77.8366
Nabiganj	58819	23139	3079	7973	3035	2199	3058	3710	6768	46193	78.5341

 
