   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	79830	28332	5059	12001	1551	1472	969	3764	4733	53148	66.5765
Uzirpur	45152	18382	1375	5442	1044	503	504	3715	4219	30965	68.5795
Bakerganj	60541	21617	2578	6777	2704	387	900	5845	6745	40808	67.4056
Babuganj	28656	10831	1202	3986	1163	426	471	1620	2091	19699	68.7430
Mehendiganj	54043	19352	3703	6240	1860	489	1714	2687	4401	36045	66.6969
Gournadi	33986	13901	1166	3199	860	376	226	3285	3511	23013	67.7132
Muladi	33074	12049	2534	4740	1671	278	216	1470	1686	22958	69.4140
Hizla	22445	7862	1506	3668	803	187	255	581	836	14862	66.2152
Agailjhara	27487	11689	1273	2074	1107	290	156	3768	3924	20357	74.0605
Banaripara	27377	11231	973	2629	1278	208	187	1780	1967	18286	66.7933

 
