   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	56528	24314	4190	9255	1994	949	1190	3702	4892	45594	80.6574
Bhariab Bazar	51378	22133	5610	7417	1387	869	629	2778	3407	40823	79.4562
Austagram	25386	10881	2138	4236	1263	279	84	1845	1929	20726	81.6434
Kishoreganj Sadar	62837	32251	3810	7475	1335	1682	1904	3320	5224	51777	82.3989
Hossainpur	36959	17494	1846	4933	1431	1207	458	2610	3068	29979	81.1142
Nikli	25938	11142	1809	3405	1874	441	161	2309	2470	21141	81.5059
Bazitpur	43047	20698	3639	4450	1324	589	1133	2481	3614	34314	79.7129
Pakundia	45783	20652	3652	5937	1802	911	1526	2070	3596	36550	79.8331
Itna	32253	16030	2479	3163	1033	607	635	2121	2756	26068	80.8235
Kuliarchar	31985	14249	1721	4031	1138	1130	914	1966	2880	25149	78.6275
Tarail	29266	15035	1731	2589	893	705	692	1771	2463	23416	80.0109
Karimganj	53053	25845	3250	7708	2366	1406	1179	3183	4362	44937	84.7021
Mithamoin	21719	10806	1556	2362	845	120	570	1162	1732	17421	80.2109

 
