   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52942	21638	4031	9574	2025	1836	2585	4350	6935	46039	86.9612
Fakirhat	29637	11450	2292	4551	2361	591	861	3222	4083	25328	85.4607
Sarankhola	20520	7334	1243	4615	895	344	1333	634	1967	16398	79.9123
Morralganj	64591	28298	3569	10975	3014	830	3403	3081	6484	53170	82.3180
Kachua	19872	7618	1514	2849	1027	1169	1199	1379	2578	16755	84.3146
Mollahat	25853	10227	1786	3565	1434	397	880	1864	2744	20153	77.9523
Rampal	32761	15571	2494	2644	1028	1164	1716	2310	4026	26927	82.1922
Chitalmari	25864	8930	1907	4900	768	618	736	1656	2392	19515	75.4524
Mongla	26239	11950	2482	3113	504	651	1714	1449	3163	21863	83.3225

 
