   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	56080	24160	3319	5412	1930	452	946	3352	4298	39571	70.5617
Bhariab Bazar	49165	21276	3394	6398	1080	297	587	2237	2824	35269	71.7360
Austagram	24958	10915	1837	2282	1011	40	29	1472	1501	17586	70.4624
Kishoreganj Sadar	60283	28334	2847	5967	1104	1063	1544	3146	4690	44005	72.9974
Hossainpur	36420	16147	1603	4364	1308	595	418	2500	2918	26935	73.9566
Nikli	26271	10212	1811	3055	1972	125	126	1914	2040	19215	73.1415
Bazitpur	42818	20245	2892	3770	1387	195	1084	2288	3372	31861	74.4103
Pakundia	44866	19467	3107	4721	1519	508	1177	1991	3168	32490	72.4156
Itna	31678	14627	2094	2412	1069	60	486	1937	2423	22685	71.6112
Kuliarchar	34042	13294	2460	3688	1027	205	749	1890	2639	23313	68.4831
Tarail	28571	13772	1302	2475	820	294	434	1705	2139	20802	72.8081
Karimganj	54084	25201	2349	7260	2174	686	819	2796	3615	41285	76.3350
Mithamoin	21403	8929	1340	1768	828	12	427	1028	1455	14332	66.9626

 
