   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	47141	16673	1905	10607	1374	805	407	3783	4190	35554	75.4205
Matlab (South)	42932	15280	2921	9543	821	1063	497	2845	3342	32970	76.7959
Hajiganj	61996	24783	2218	13004	1832	1141	617	4456	5073	48051	77.5066
Chandpur Sadar	72547	27559	3164	14233	2595	2853	1185	4776	5961	56365	77.6945
Kachua	79413	28444	4453	15838	2179	1568	1478	5634	7112	59594	75.0431
Faridganj	82346	32309	5106	14252	2277	2574	685	6690	7375	63893	77.5909
Hemchar	18823	7804	641	3251	472	470	240	1465	1705	14343	76.1993
Motlab (North)	57189	21586	3422	8384	1185	1890	292	5564	5856	42323	74.0055

 
