   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	17913	6883	1665	2034	626	541	484	1603	2087	13836	77.2400
Gowainghat	52044	13804	3467	10801	3029	2005	1567	5978	7545	40651	78.1089
Jakiganj	35079	9986	3461	4998	1950	2522	1866	2419	4285	27202	77.5450
Jaintapur	29255	9483	1972	6763	992	1047	822	1810	2632	22889	78.2396
Balaganj	50001	14384	4933	7914	1486	2722	1118	6132	7250	38689	77.3765
Golapganj	47283	15995	6802	3608	1571	2418	1203	5370	6573	36967	78.1824
Sylhet Sadar	94230	34606	8462	12184	1816	5882	2084	8402	10486	73436	77.9327
Biani Bazar	35099	11086	4194	3309	2046	910	1227	3228	4455	26000	74.0762
Kanaighat	46899	14456	4122	8988	1223	1642	2667	2088	4755	35186	75.0251
Biswanath	30309	10265	3622	2857	566	1277	703	4134	4837	23424	77.2840
Companiganj	27411	8738	1621	4764	867	1644	202	2912	3114	20748	75.6922
South Shurma	53470	18512	6135	7560	1420	2560	1316	4781	6097	42284	79.0799

 
