   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	107256	45718	18801	12874	1887	1502	2126	2551	4677	85459	79.6776
Dumuria	62425	25913	3396	7204	1619	2040	3245	5783	9028	49200	78.8146
Khulna Sadar	106308	45727	14943	21257	3345	1561	1692	1167	2859	89692	84.3699
Dacope	30726	15881	1065	3868	431	211	513	2776	3289	24745	80.5344
Terokhada	26489	10811	2729	3343	1295	1062	804	1070	1874	21114	79.7086
Fultala	26583	9830	2525	4793	725	904	1315	1758	3073	21850	82.1954
Batiaghata	35732	14567	2030	5024	1845	504	1687	1641	3328	27298	76.3965
Paikgachha	54883	26571	1579	7427	1005	1317	1318	4527	5845	43744	79.7041
Rupsha	35882	14255	2345	4803	1218	556	1736	2141	3877	27054	75.3971
Koyra	38740	21790	1257	3492	494	559	1207	2228	3435	31027	80.0903

 
