   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	33332	13446	1766	4720	1217	1145	493	2013	2506	24800	74.4030
Pabna Sadar	128642	41566	9597	30324	5257	3167	4812	7098	11910	101821	79.1507
Chatmohor	70336	30481	4269	6352	3271	1587	962	6877	7839	53799	76.4886
Ishwardi	70028	24041	7400	11388	2393	2969	882	5102	5984	54175	77.3619
Faridpur	28028	9875	1804	6437	1022	745	1025	1796	2821	22704	81.0047
Sujanagar	60474	20606	3208	10730	4465	1955	633	4593	5226	46190	76.3799
Santhia	89083	35760	4078	20086	3142	2282	1441	4890	6331	71679	80.4632
Bera	55043	23807	3085	8945	1846	1712	834	2560	3394	42789	77.7374
Bhangoora	28576	12942	2144	2677	1192	361	993	1661	2654	21970	76.8827

 
