   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13557	4610	1012	1701	662	365	253	940	1193	9543	70.3917
Gowainghat	41494	10452	2614	6723	2121	426	962	2847	3809	26145	63.0091
Jakiganj	29835	7789	3052	3850	1784	454	700	1067	1767	18696	62.6647
Jaintapur	22885	6646	2050	4214	1184	177	413	779	1192	15463	67.5683
Balaganj	44792	12120	4073	7186	1757	1000	311	2461	2772	28908	64.5383
Golapganj	40114	12201	4868	3815	1257	956	494	2558	3052	26149	65.1867
Sylhet Sadar	76155	25907	7484	7669	1488	1698	583	3311	3894	48140	63.2132
Biani Bazar	31395	8142	3294	3622	2817	303	590	1117	1707	19885	63.3381
Kanaighat	41893	10591	3398	6843	2897	542	1403	691	2094	26365	62.9341
Biswanath	25513	9599	1822	3098	1277	458	179	1748	1927	18181	71.2617
Companiganj	21568	6378	1928	3690	831	589	80	908	988	14404	66.7841
South Shurma	44122	13759	3478	5693	1138	865	314	2418	2732	27665	62.7011

 
