   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	52028	19800	4262	8256	1355	688	509	4139	4648	39009	74.9769
Begumganj	105716	39699	7921	18668	4018	990	889	9094	9983	81279	76.8843
Companiganj	47350	16433	3418	6820	1968	662	918	2752	3670	32971	69.6325
Sudharam (Sadar)	86764	28129	8588	17293	1983	2040	944	6757	7701	65734	75.7618
Hatiya	64282	23646	3180	16905	1043	181	2024	1461	3485	48440	75.3555
Chatkhil	44828	16435	2260	6091	1866	1104	317	3628	3945	31701	70.7170
Subarna Char	41379	13111	4772	7552	517	1770	968	2543	3511	31233	75.4803
Sonaimuri	61664	24788	4564	8647	1986	470	341	5887	6228	46683	75.7054
Kabirhat	29970	11389	2089	5126	819	418	198	2884	3082	22923	76.4865

 
