   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	54375	20595	4271	8462	1484	1777	568	4487	5055	41644	76.5867
Begumganj	111088	38730	8082	18330	5033	3858	923	9751	10674	84707	76.2522
Companiganj	49953	17424	3598	7320	2135	1385	955	2812	3767	35629	71.3250
Sudharam (Sadar)	90430	28580	8908	17975	2532	3395	1021	6925	7946	69336	76.6737
Hatiya	75162	27605	3698	17288	1337	3174	2175	1582	3757	56859	75.6486
Chatkhil	45067	17373	2812	6005	1874	1665	317	3777	4094	33823	75.0505
Subarna Char	52525	16816	4919	9793	950	3431	1158	2832	3990	39899	75.9619
Sonaimuri	65174	24905	4791	9521	2087	1772	354	6428	6782	49858	76.4998
Kabirhat	36612	12468	2180	6874	1039	2187	190	3183	3373	28121	76.8082

 
