   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	33900	14136	1645	5197	1260	768	511	2173	2684	25690	75.7817
Pabna Sadar	122927	42182	9377	27296	4715	2533	3178	6500	9678	95781	77.9170
Chatmohor	68764	30893	4004	5830	2889	1285	797	6602	7399	52300	76.0572
Ishwardi	67417	24287	6898	11563	2558	2107	802	4812	5614	53027	78.6552
Faridpur	27463	9890	1756	6431	1115	290	984	1797	2781	22263	81.0654
Sujanagar	59191	21605	3129	9394	4246	2293	409	4610	5019	45686	77.1840
Santhia	85557	35948	3739	18136	2893	1522	1165	4627	5792	68030	79.5142
Bera	53704	24266	3047	8481	1914	1029	592	2344	2936	41673	77.5976
Bhangoora	27478	13002	1824	2464	1165	141	761	1606	2367	20963	76.2901

 
