   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	50665	18622	4080	7815	1249	461	486	3925	4411	36638	72.3142
Begumganj	101515	37887	6979	16634	3623	818	845	8562	9407	75348	74.2235
Companiganj	45524	16070	3249	6621	1967	632	858	2633	3491	32030	70.3585
Sudharam (Sadar)	87655	28484	8337	17214	1783	1646	1104	6319	7423	64887	74.0254
Hatiya	61520	21329	2613	15216	853	306	1954	1424	3378	43695	71.0257
Chatkhil	43578	15915	2161	5613	1728	841	297	3209	3506	29764	68.3005
Subarna Char	35977	11178	4207	5857	487	1347	902	2416	3318	26394	73.3635
Sonaimuri	59423	24147	4298	7918	1928	480	328	5284	5612	44383	74.6899
Kabirhat	29037	10530	1767	4334	742	359	191	2479	2670	20402	70.2621

 
