   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	54161	20548	4279	8500	1447	1583	563	4431	4994	41351	76.3483
Begumganj	110082	38808	8025	18390	4880	3271	922	9619	10541	83915	76.2295
Companiganj	49492	17153	3603	7288	2078	1174	945	2813	3758	35054	70.8276
Sudharam (Sadar)	89733	28488	8846	17751	2446	3031	1130	6785	7915	68477	76.3119
Hatiya	74176	27462	3743	17307	1287	2650	2164	1561	3725	56174	75.7307
Chatkhil	44898	17246	2791	6016	1859	1595	313	3695	4008	33515	74.6470
Subarna Char	52075	16752	4914	9801	883	3010	1182	2833	4015	39375	75.6121
Sonaimuri	64709	25167	4809	9489	2075	1431	350	6349	6699	49670	76.7590
Kabirhat	36415	12546	2195	6920	966	1929	190	3174	3364	27920	76.6717

 
