   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jamalpur Sadar	132679	50721	10342	23962	1982	5542	5193	9057	14250	106799	80.4943
Melandaha	61814	24833	2978	13105	1718	2421	1985	2992	4977	50032	80.9396
Dewanganj	58630	21120	3535	13620	1956	2748	1037	2726	3763	46742	79.7237
Islampur	63757	25523	3648	12143	2064	2209	1832	2628	4460	50047	78.4965
Sharishabari	65702	23685	4069	12350	2218	3080	3106	4389	7495	52897	80.5105
Madarganj	52235	19356	2319	10812	1361	2725	1333	3476	4809	41382	79.2227
Bakshiganj	40542	16267	1772	7559	959	2018	1340	2278	3618	32193	79.4065

 
