   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	43735	14024	965	9322	1557	243	312	2747	3059	29170	66.6972
Matlab (South)	41038	11890	1539	9492	621	192	329	2375	2704	26438	64.4232
Hajiganj	57250	20971	1856	10594	1426	481	350	3056	3406	38734	67.6576
Chandpur Sadar	65179	23483	1616	12119	1382	537	686	4071	4757	43894	67.3438
Kachua	72825	24773	2640	13338	1436	564	877	4248	5125	47876	65.7412
Faridganj	77101	28961	3190	11967	1477	659	407	5282	5689	51943	67.3701
Hemchar	18309	7230	478	2779	510	278	95	1536	1631	12906	70.4899
Motlab (North)	55225	19095	1920	7913	937	266	188	6056	6244	36375	65.8669

 
