   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	16850	5705	813	1247	602	17	37	1627	1664	10048	59.6320
Bahubal	28809	10025	1881	2550	1199	604	284	1344	1628	17887	62.0882
Madhabpur	54757	23933	3283	4151	2654	568	1113	2811	3924	38513	70.3344
Lakhai	23546	7688	2117	2929	508	28	31	1279	1310	14580	61.9213
Habiganj Sadar	49746	20725	2910	3336	1527	394	636	2401	3037	31929	64.1841
Baniachhong	46744	16539	4380	4569	1373	68	502	1886	2388	29317	62.7182
Chunarughat	50773	20660	2170	4783	2200	201	741	2536	3277	33291	65.5683
Nabiganj	46794	13266	957	5923	3414	1180	967	1811	2778	27518	58.8067

 
