   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	20331	7446	479	3607	1509	116	36	363	399	13556	66.6765
Moheshkhali	44208	17977	687	3516	729	190	673	1647	2320	25419	57.4986
Coxs Bazar Sadar	66172	22219	4192	8364	2129	1137	1083	2322	3405	41446	62.6337
Ramu	37770	11221	1466	6663	1998	284	990	1522	2512	24144	63.9237
Chakaria	65673	25758	2654	10064	1825	421	86	2875	2961	43683	66.5159
Ukhiya	13189	4807	524	972	145	83	76	380	456	6987	52.9760
Teknaf	22515	6728	793	3206	331	151	200	467	667	11876	52.7471
Pekua	12667	4745	274	1425	304	30	41	666	707	7485	59.0906

 
