   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	56736	24678	4139	8940	2005	841	1104	3623	4727	45330	79.8964
Bhariab Bazar	51447	22153	5468	7400	1158	720	603	2673	3276	40175	78.0901
Austagram	25334	10756	2116	4269	1207	249	56	1711	1767	20364	80.3821
Kishoreganj Sadar	62570	32136	3694	7357	1198	1489	1757	3227	4984	50858	81.2818
Hossainpur	36871	17274	1807	4862	1397	1106	438	2511	2949	29395	79.7239
Nikli	26028	11212	1887	3391	1882	338	142	2219	2361	21071	80.9551
Bazitpur	43039	20563	3572	4504	1294	448	1082	2376	3458	33839	78.6240
Pakundia	45976	20937	3705	5843	1739	771	1413	1991	3404	36399	79.1696
Itna	32175	15908	2462	3203	1008	570	578	2049	2627	25778	80.1181
Kuliarchar	32579	14926	1457	4145	1077	1025	853	1899	2752	25382	77.9091
Tarail	29188	14995	1757	2575	864	564	625	1717	2342	23097	79.1318
Karimganj	53563	25739	3096	7579	2059	1207	1034	2996	4030	43710	81.6048
Mithamoin	21683	10688	1562	2312	852	99	516	1091	1607	17120	78.9559

 
