   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	28987	13674	968	2944	528	507	1849	1566	3415	22036	76.0203
Kalmakanda	48354	23152	2812	4927	1432	876	1912	1655	3567	36766	76.0351
Modan	25878	13061	891	2267	580	660	1257	827	2084	19543	75.5197
Purbadhala	56063	23456	1884	8840	1668	1815	2078	3571	5649	43312	77.2559
Kendua	57272	24934	1665	6079	1986	759	2630	5067	7697	43120	75.2898
Netrokona Sadar	58746	23902	2384	7868	1023	1618	3746	4166	7912	44707	76.1022
Durgapur	44722	16874	1940	7662	1807	881	1887	3430	5317	34481	77.1008
Barhatta	33578	14747	1748	4473	1533	561	1429	2251	3680	26742	79.6414
Mohonganj	30885	13151	1226	3491	1233	527	1600	2423	4023	23651	76.5776
Khaliajhuri	16576	6910	1553	2222	486	189	398	1512	1910	13270	80.0555

 
