   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	94704	31376	14194	10955	2578	4818	2184	9631	11815	75736	79.9713
Boalmari	56229	21087	4951	7480	2986	2167	1402	4590	5992	44663	79.4305
Bhanga	54810	19327	4398	4987	3515	2140	1226	7291	8517	42884	78.2412
Char Bhadrashion	13492	4078	2076	1363	549	1095	175	1355	1530	10691	79.2395
Nagarkanda	37035	14067	4227	4468	1332	1760	1011	3379	4390	30244	81.6633
Sadarpur	34654	12337	4342	4073	985	1634	247	3174	3421	26792	77.3129
Alphadanga	22386	7896	2146	3569	1298	904	606	1703	2309	18122	80.9524
Modhukhali	45717	18590	3684	6298	1314	2281	994	4664	5658	37825	82.7373
Saltha	34398	12760	3102	5200	1310	1616	770	2467	3237	27225	79.1470

 
