   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	54644	21252	2378	5613	1691	498	803	3010	3813	35245	64.4993
Bhariab Bazar	49752	15616	2338	5828	1119	294	465	1787	2252	27447	55.1676
Austagram	23871	9505	1326	2074	1018	26	22	1303	1325	15274	63.9856
Kishoreganj Sadar	59758	27293	2258	5328	960	1192	1236	2999	4235	41266	69.0552
Hossainpur	36093	17668	1220	3178	1130	555	346	2384	2730	26481	73.3688
Nikli	25581	9400	1313	3160	1827	154	112	1711	1823	17677	69.1021
Bazitpur	42678	19212	2545	3694	1355	233	960	1991	2951	29990	70.2704
Pakundia	49842	19738	2953	4411	1483	501	926	2121	3047	32133	64.4697
Itna	30746	13399	1642	1840	761	53	441	1703	2144	19839	64.5255
Kuliarchar	34107	12914	1964	3434	1014	275	651	1785	2436	22037	64.6114
Tarail	27552	13226	818	2278	613	241	295	1621	1916	19092	69.2944
Karimganj	53769	24413	2187	5941	1757	721	702	2500	3202	38221	71.0837
Mithamoin	21122	8341	986	1614	742	13	323	953	1276	12972	61.4146

 
