   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93987	31765	16691	11305	3299	6858	2963	4751	7714	77632	82.5987
Dumuria	64844	24703	4434	10323	1383	3899	2606	5744	8350	53092	81.8765
Khulna Sadar	75698	20350	14755	11959	2390	3805	3730	3473	7203	60462	79.8727
Dacope	31324	14492	1223	3338	270	2486	609	2810	3419	25228	80.5389
Terokhada	26129	9842	2223	2756	1053	1703	945	1631	2576	20153	77.1289
Fultala	27824	8631	3236	4295	778	1473	1423	2236	3659	22072	79.3272
Batiaghata	38724	16323	2868	5075	1516	2167	1607	1758	3365	31314	80.8646
Paikgachha	58174	23844	1727	8073	1189	3403	1838	6357	8195	46431	79.8140
Rupsha	38040	14202	2853	4101	1365	2059	1941	3428	5369	29949	78.7303
Koyra	40844	20481	1495	3842	824	2464	1410	2830	4240	33346	81.6423

 
