   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	44182	17576	6151	4808	384	1377	527	6199	6726	37022	83.7943
Poba (Sadar)	74319	18077	7501	16489	1039	3861	904	13606	14510	61477	82.7204
Mohanpur	42402	16539	3387	7828	630	1889	891	3870	4761	35034	82.6235
Puthiya	48753	17905	6176	6806	493	1534	354	7377	7731	40645	83.3692
Bagmara	87902	40481	6799	12329	1386	2592	2543	6691	9234	72821	82.8434
Charghat	48633	18026	6051	6514	902	1962	476	5923	6399	39854	81.9485
Boalia	102095	32340	28170	15453	639	1761	576	5798	6374	84737	82.9982
Tanore	44567	18139	2817	4717	485	2509	1272	6182	7454	36121	81.0488
Godagari	70822	22302	4822	12040	1604	1792	2237	12641	14878	57438	81.1019
Bagha	42095	13201	5516	8163	437	1339	983	4391	5374	34030	80.8410

 
