   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49285	17331	3280	5894	1045	339	281	3647	3928	31817	64.5572
Begumganj	92811	35833	5268	10989	2229	480	578	6363	6941	61740	66.5223
Companiganj	42635	14649	1635	6292	1786	521	345	2207	2552	27435	64.3485
Sudharam (Sadar)	107685	33600	7543	20252	2175	913	1268	6958	8226	72709	67.5201
Hatiya	56959	18831	1724	10278	700	33	896	1593	2489	34055	59.7886
Chatkhil	41111	13764	1449	4879	1102	551	139	2064	2203	23948	58.2520
Subarna Char	29608	8347	2808	4595	464	302	555	1843	2398	18914	63.8814
Sonaimuri	54222	20371	3322	4648	1498	226	228	3617	3845	33910	62.5392

 
