   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16165	5869	1577	2348	165	800	596	772	1368	12127	75.0201
Kawkhali	10663	3579	561	1778	318	833	123	619	742	7811	73.2533
Rangamati Sadar	18676	7119	1438	2705	940	924	470	888	1358	14484	77.5541
Baghaichhari	11505	5792	753	1268	421	185	32	519	551	8970	77.9661
Barkal	6797	2743	335	1064	231	65	134	259	393	4831	71.0755
Naniarchar	8672	3620	482	1052	318	537	337	530	867	6876	79.2897
Jurachhari	4107	2122	167	532	164	21	112	131	243	3249	79.1088
Kaptai	10502	3803	940	1850	281	474	64	767	831	8179	77.8804
Rajasthali	4549	1760	121	704	206	361	170	219	389	3541	77.8413
Belaichhari	4524	1964	98	650	139	176	33	226	259	3286	72.6348

 
