   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	13937	4457	1014	654	169	160	47	717	764	7218	51.7902
Kawkhali	9258	2932	351	1122	292	358	22	755	777	5832	62.9942
Rangamati Sadar	17247	6294	874	2046	839	516	44	1131	1175	11744	68.0930
Baghaichhari	11090	5404	423	789	477	1	30	432	462	7556	68.1335
Barkal	5353	1936	173	350	153	12	16	231	247	2871	53.6335
Naniarchar	7751	3121	274	615	262	223	38	719	757	5252	67.7590
Jurachhari	3534	1777	75	263	130	6	11	123	134	2385	67.4873
Kaptai	11704	3519	1192	1473	308	161	2	664	666	7319	62.5342
Rajasthali	4530	1469	104	657	281	246	42	257	299	3056	67.4614
Belaichhari	3871	1664	82	331	237	57	1	231	232	2603	67.2436

 
