   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	33681	14042	1333	3994	385	820	1974	4215	6189	26763	79.4602
Kaharole	34731	13465	534	4116	568	901	1969	5481	7450	27034	77.8382
Fulbari	36365	15269	1792	2105	446	1395	3535	4068	7603	28610	78.6745
Khanshama	39525	15994	576	5901	410	1385	2064	4654	6718	30984	78.3909
Dinajpur Sadar	97940	39742	7340	12904	1045	2054	7182	7893	15075	78160	79.8040
Hakimpur	19935	7814	1749	2218	384	652	2088	1041	3129	15946	79.9900
Birganj	67650	27756	1607	7563	511	3400	3605	8701	12306	53143	78.5558
Ghoraghat	25798	11714	1317	2446	741	808	1798	1894	3692	20718	80.3086
Birol	55257	23512	1672	5464	1097	1885	2947	7654	10601	44231	80.0460
Chirir Bandar	63676	28344	1688	6851	533	984	4206	8329	12535	50935	79.9909
Parbatipur	81514	32486	4557	9744	1177	2035	8064	8931	16995	66994	82.1871
Nawabganj	48948	21039	1470	6374	958	1184	4083	3219	7302	38327	78.3015
Birampur	36275	15004	1635	2679	1091	1116	4729	2675	7404	28929	79.7491

 
