   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	90678	32533	16917	11377	1693	2192	2379	3214	5593	70305	77.5326
Dumuria	63195	25461	3498	9312	1494	2425	3072	5922	8994	51184	80.9937
Khulna Sadar	92946	29970	17300	15232	2173	2976	3510	2566	6076	73727	79.3224
Dacope	30467	14668	985	3676	317	588	589	2724	3313	23547	77.2869
Terokhada	25499	10105	2492	2396	1077	1331	907	1211	2118	19519	76.5481
Fultala	27117	9800	2794	4857	743	1134	1456	1953	3409	22737	83.8478
Batiaghata	37249	14860	2143	5013	1826	692	1779	1729	3508	28042	75.2826
Paikgachha	55220	23522	1366	7442	991	2392	1682	5307	6989	42702	77.3307
Rupsha	36660	14366	2344	4427	1182	815	1843	2484	4327	27461	74.9073
Koyra	39560	21361	1318	3513	475	1037	1400	2591	3991	31695	80.1188

 
