   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	67010	20354	1413	14844	1022	4004	5616	4187	9803	51440	76.7647
Pirganj	93413	41197	3766	14551	3469	2721	4570	5433	10003	75707	81.0455
Pirgachha	73585	26846	2616	16669	2404	2564	3353	3917	7270	58369	79.3219
Badarganj	63551	23064	1921	7918	430	2399	8651	4149	12800	48532	76.3670
Mithapukur	114937	47020	4810	18701	2388	5620	4030	5461	9491	88030	76.5898
Kaunia	48162	16483	1973	10608	710	1826	2909	2625	5534	37134	77.1023
Rangpur Sadar	134948	51037	10217	26433	1394	5685	5037	7792	12829	107595	79.7307
Taraganj	34341	12428	915	5116	397	2209	2528	2942	5470	26535	77.2692

 
