   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	93003	34751	16547	11825	1982	2037	2535	3213	5748	72890	78.3738
Dumuria	63137	25528	3465	8710	1687	2239	3380	6253	9633	51262	81.1917
Khulna Sadar	92633	32019	18676	15084	2513	3102	3473	2563	6036	77430	83.5879
Dacope	30614	15162	984	3840	373	455	581	2815	3396	24210	79.0815
Terokhada	25526	10503	2404	2425	1027	1268	860	1161	2021	19648	76.9725
Fultala	27094	10023	2738	5081	831	1107	1461	1938	3399	23179	85.5503
Batiaghata	36625	14657	2041	5158	1917	679	1888	1792	3680	28132	76.8109
Paikgachha	56134	25700	1594	7788	1024	2378	1568	5090	6658	45142	80.4183
Rupsha	36205	14235	2216	4681	1199	711	1873	2455	4328	27370	75.5973
Koyra	39259	21681	1375	3661	542	911	1315	2432	3747	31917	81.2986

 
