   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	61276	24725	3499	8529	1785	1019	2217	5021	7238	46795	76.3676
Jessore Sadar	134086	46873	9980	23585	3774	3298	4315	8003	12318	99828	74.4507
Sarsa	73289	27871	4012	12736	2981	857	1969	3524	5493	53950	73.6127
Keshobpur	55341	21623	2479	9983	1178	842	2329	3609	5938	42043	75.9708
Bagherpara	44346	20079	3080	5714	1669	731	1325	3857	5182	36455	82.2058
Monirampur	90154	30123	3372	24356	2326	1735	5821	5702	11523	73435	81.4551
Abhaynagar	53444	18726	2734	9945	1781	712	1837	4054	5891	39789	74.4499
Chowgachha	50283	18808	3270	8336	1514	707	1071	4473	5544	38179	75.9282

 
