   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52194	22742	4059	9399	2033	1157	2073	3709	5782	45172	86.5463
Fakirhat	29738	12392	2335	4855	2023	389	557	2898	3455	25449	85.5774
Sarankhola	20122	7185	1035	4494	822	129	1157	655	1812	15477	76.9158
Morralganj	62517	27193	2986	8803	2750	442	3129	2955	6084	48258	77.1918
Kachua	19533	7870	1480	2813	1068	396	1074	1206	2280	15907	81.4365
Mollahat	24594	9932	1633	3492	1444	151	654	1515	2169	18821	76.5268
Rampal	32389	16168	2426	3096	1088	446	1493	1921	3414	26638	82.2440
Chitalmari	25032	8411	1686	4594	1004	274	613	1361	1974	17943	71.6802
Mongla	25169	11819	2307	3164	330	363	1466	1307	2773	20756	82.4665

 
