   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	57551	21741	4880	11578	1706	1685	1112	2518	3630	45220	78.5738
Rayganj	68532	30248	3668	13064	2356	1512	1781	2315	4096	54944	80.1728
Tarash	45032	21634	2109	6581	1055	900	1643	1534	3177	35456	78.7351
Sirajganj Sadar	111548	41866	15395	22267	2715	1440	1700	2305	4005	87688	78.6101
Kamarkhand	28946	11869	2114	5154	854	1069	564	1071	1635	22695	78.4046
Chouhali	19195	6863	1600	4161	1085	787	318	811	1129	15625	81.4014
Ullahpara	120055	51611	8994	22341	2738	2403	2789	4175	6964	95051	79.1729
Belkuchi	68845	31283	8498	10071	1362	999	817	1507	2324	54537	79.2171
Shazadpur	111865	38829	8695	29290	4724	2391	1456	4061	5517	89446	79.9589

 
