   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	107988	45586	18947	13326	1783	1489	2057	2643	4700	85831	79.4820
Dumuria	62522	25817	3365	7386	1613	2080	3271	5883	9154	49415	79.0362
Khulna Sadar	106438	46851	15091	21202	3356	1661	1733	1309	3042	91203	85.6865
Dacope	30678	15563	1037	3862	439	263	526	2754	3280	24444	79.6792
Terokhada	23580	9946	2503	2607	1069	973	727	1019	1746	18844	79.9152
Fultala	26673	9908	2512	4825	744	933	1349	1785	3134	22056	82.6904
Batiaghata	35898	14583	2017	5051	1853	529	1731	1661	3392	27425	76.3970
Paikgachha	55196	23382	1577	7484	1019	1571	1358	4636	5994	41027	74.3297
Rupsha	35897	14184	2318	4778	1204	580	1770	2210	3980	27044	75.3378
Koyra	38807	21708	1272	3492	512	619	1233	2257	3490	31093	80.1221

 
