   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	33050	13666	1229	3763	244	587	1537	4435	5972	25461	77.0378
Kaharole	33157	13493	587	4251	410	390	1434	5050	6484	25615	77.2537
Fulbari	35032	15492	1450	2042	448	584	2931	4030	6961	26977	77.0067
Khanshama	36621	15626	499	5496	368	857	1535	4213	5748	28594	78.0809
Dinajpur Sadar	93278	36995	7612	9797	930	1551	6633	7700	14333	71218	76.3503
Hakimpur	18949	8482	1228	1901	251	378	1450	1000	2450	14690	77.5239
Birganj	65028	28000	1324	6719	409	885	3040	7604	10644	47981	73.7851
Ghoraghat	24557	12206	1224	1689	633	261	1500	1661	3161	19174	78.0796
Birol	53566	24856	1490	4431	742	929	2369	6559	8928	41376	77.2430
Chirir Bandar	61035	28161	1413	5166	525	852	3390	7938	11328	47445	77.7341
Parbatipur	79112	32929	4071	10282	855	1154	5084	9185	14269	63560	80.3418
Nawabganj	47628	21873	1279	5556	904	374	3102	2703	5805	35791	75.1470
Birampur	33964	14699	1137	2388	1041	495	3783	2441	6224	25984	76.5045

 
