   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	16997	5513	1473	1940	857	548	573	1648	2221	12552	73.8483
Gowainghat	48880	13451	3286	9753	2839	1192	1496	5306	6802	37323	76.3564
Jakiganj	33919	9860	3805	4821	2266	1656	1811	2053	3864	26272	77.4551
Jaintapur	26937	8500	1960	6082	1215	811	851	1719	2570	21138	78.4720
Balaganj	49421	13661	4337	7581	1785	2439	1112	5799	6911	36714	74.2883
Golapganj	45219	14978	6618	3620	1716	1685	1130	4949	6079	34696	76.7288
Sylhet Sadar	86647	29180	9801	9635	2024	4958	1893	6546	8439	64037	73.9056
Biani Bazar	34716	10397	3939	3351	2245	533	1286	2916	4202	24667	71.0537
Kanaighat	47465	13316	4120	8779	2706	973	2536	1791	4327	34221	72.0973
Biswanath	30816	10565	3729	3006	995	1038	736	4115	4851	24184	78.4787
Companiganj	25722	8206	1658	4629	1149	1031	174	2421	2595	19268	74.9086
South Shurma	49750	16007	5157	7007	1519	2027	1230	4244	5474	37191	74.7558

 
