   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	82749	30474	6882	13734	1456	4087	1544	3701	5245	61878	74.7779
Uzirpur	46984	19525	2383	5819	1196	3201	756	3868	4624	36748	78.2139
Bakerganj	64447	24021	3545	10340	2479	2600	1720	5545	7265	50250	77.9710
Babuganj	26844	10900	1323	3580	795	1402	638	1717	2355	20355	75.8270
Mehendiganj	49751	16471	4281	9357	1912	2056	2440	1707	4147	38224	76.8306
Gournadi	36235	14879	1934	5076	854	1527	476	3788	4264	28534	78.7471
Muladi	30532	9980	2053	6022	1322	966	511	1375	1886	22229	72.8056
Hizla	25164	7127	2132	6526	960	756	770	632	1402	18903	75.1192
Agailjhara	28303	11483	1553	2859	797	1522	401	3301	3702	21916	77.4335
Banaripara	29169	11622	1436	3038	1205	2390	595	2059	2654	22345	76.6053

 
