   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	19881	7487	486	4169	344	124	33	318	351	12961	65.1929
Moheshkhali	43916	17439	748	3373	663	177	645	1488	2133	24533	55.8635
Coxs Bazar Sadar	64016	22063	4210	8111	2077	1083	913	2245	3158	40702	63.5810
Ramu	37571	10790	1788	6314	2142	271	970	1509	2479	23784	63.3041
Chakaria	63550	24791	2564	9101	1757	414	73	2788	2861	41488	65.2840
Ukhiya	13018	4693	536	889	144	85	65	374	439	6786	52.1278
Teknaf	32326	9774	1151	5803	210	372	202	696	898	18208	56.3262
Pekua	12625	4562	272	1246	287	32	38	604	642	7041	55.7703

 
