   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	58142	21490	4105	13068	2148	1059	1342	2940	4282	46152	79.3781
Rayganj	66428	30710	2768	12985	2293	515	1922	2321	4243	53514	80.5594
Tarash	45220	22094	1711	6914	1086	443	1979	1428	3407	35655	78.8479
Sirajganj Sadar	107599	40989	13376	22171	2794	776	1988	2595	4583	84689	78.7080
Kamarkhand	27668	10888	1546	4948	813	713	582	1038	1620	20528	74.1940
Chouhali	17490	5488	1221	3514	880	443	328	578	906	12452	71.1950
Ullahpara	118948	50533	7865	23896	2236	1792	3013	4528	7541	93863	78.9110
Belkuchi	65287	27625	6523	9642	1784	283	1054	1309	2363	48220	73.8585
Shazadpur	111473	36850	6633	29564	3654	769	1427	3818	5245	82715	74.2018

 
