   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:02
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	54265	21171	4104	8655	1587	2680	2427	4823	7250	45447	83.7501
Fakirhat	29878	11741	2727	4047	1217	1423	629	2691	3320	24475	81.9165
Sarankhola	22066	8147	1460	4779	962	687	1383	754	2137	18172	82.3529
Morralganj	64294	28051	3779	10731	2557	1828	2862	2911	5773	52719	81.9968
Kachua	20102	7949	1550	2821	739	1156	1113	1337	2450	16665	82.9022
Mollahat	27203	10824	1943	3412	1292	762	883	2322	3205	21438	78.8075
Rampal	33681	15075	2567	2905	1087	1135	1746	2679	4425	27194	80.7399
Chitalmari	27426	10270	2230	5193	500	1260	652	1640	2292	21745	79.2861
Mongla	26498	11254	2344	3341	1253	981	1772	1503	3275	22448	84.7158

 
