   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34865	13986	1800	4928	1181	1500	479	1973	2452	25847	74.1345
Pabna Sadar	133055	41011	10191	29864	5130	4018	5224	7192	12416	102630	77.1335
Chatmohor	73117	29906	4838	7189	3162	1785	988	6934	7922	54802	74.9511
Ishwardi	70339	22984	8649	11801	1860	3271	808	5040	5848	54413	77.3582
Faridpur	27467	9174	1723	6312	920	927	897	1506	2403	21459	78.1265
Sujanagar	61621	19987	3329	11457	4801	2098	642	4871	5513	47185	76.5729
Santhia	91111	35215	4990	21833	2947	2036	1449	4982	6431	73452	80.6181
Bera	56476	24334	3287	9811	1980	1888	804	2774	3578	44878	79.4638
Bhangoora	28939	12924	2667	2533	1147	640	981	1427	2408	22319	77.1243

 
