   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	16896	5753	804	1339	615	18	35	1605	1640	10169	60.1858
Bahubal	28866	9973	1836	2577	1214	614	285	1373	1658	17872	61.9137
Madhabpur	55118	24007	3247	4135	2664	639	1144	2886	4030	38722	70.2529
Lakhai	23616	7891	2096	2965	512	35	31	1295	1326	14825	62.7752
Habiganj Sadar	33295	13758	1433	2716	1193	202	542	1667	2209	21511	64.6073
Baniachhong	46813	16531	4279	4560	1355	67	548	1947	2495	29287	62.5617
Chunarughat	51165	21019	2207	4896	2217	212	779	2587	3366	33917	66.2895
Nabiganj	46962	13412	952	6349	3427	1249	981	1843	2824	28213	60.0762

 
