   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	16791	5641	779	1210	610	13	38	1602	1640	9893	58.9185
Bahubal	28761	9802	1874	2368	1134	568	279	1276	1555	17301	60.1544
Madhabpur	54461	23720	3259	4030	2549	485	1054	2728	3782	37825	69.4534
Lakhai	23504	7661	2057	2778	516	27	30	1250	1280	14319	60.9215
Habiganj Sadar	49075	20471	2917	2868	1412	354	528	2262	2790	30812	62.7855
Baniachhong	46588	16196	4435	4298	1225	69	469	1817	2286	28509	61.1939
Chunarughat	50600	20757	2163	4532	2124	202	650	2721	3371	33149	65.5119
Nabiganj	46431	12607	821	5851	3426	1124	821	1812	2633	26462	56.9921

 
