   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	65858	22800	5199	13467	2475	1793	2906	6509	9415	55149	83.7393
Jessore Sadar	139237	45786	10496	28011	4930	4885	5858	10647	16505	110613	79.4422
Sarsa	76879	26970	5323	17348	1816	1300	2306	4532	6838	59595	77.5179
Keshobpur	56417	20181	2775	12930	1376	1536	2866	4436	7302	46100	81.7130
Bagherpara	43806	17872	2785	6154	1744	2239	1350	3713	5063	35857	81.8541
Monirampur	91898	29652	4093	26719	2126	2323	6442	6820	13262	78175	85.0671
Abhaynagar	55202	17828	3892	12801	1741	918	2381	5611	7992	45172	81.8304
Chowgachha	52757	17513	3606	9724	1532	1867	1805	5430	7235	41477	78.6190

 
