   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	50814	18871	4170	7955	1250	511	489	3982	4471	37228	73.2633
Begumganj	102418	38380	7112	17075	3705	825	853	8714	9567	76664	74.8540
Companiganj	45920	16391	3325	6689	1953	619	873	2678	3551	32528	70.8362
Sudharam (Sadar)	86882	28316	8428	17299	1812	1702	940	6401	7341	64898	74.6967
Hatiya	62517	21439	2670	15575	878	284	2003	1423	3426	44272	70.8159
Chatkhil	43782	16066	2221	5757	1778	854	309	3323	3632	30308	69.2248
Subarna Char	36902	11413	4236	5996	477	1472	913	2468	3381	26975	73.0990
Sonaimuri	59778	24091	4322	8052	1964	455	337	5473	5810	44694	74.7666
Kabirhat	29168	10743	1843	4512	766	366	197	2572	2769	20999	71.9933

 
