   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	16864	5424	1425	1832	824	538	562	1601	2163	12206	72.3790
Gowainghat	48552	13466	3329	9646	2764	1120	1473	5161	6634	36959	76.1225
Jakiganj	33720	9815	3949	4916	2198	1531	1755	1958	3713	26122	77.4674
Jaintapur	26642	8313	1945	5997	1147	705	785	1584	2369	20476	76.8561
Balaganj	49059	13286	4127	7474	1792	2507	1107	5642	6749	35935	73.2485
Golapganj	44821	14847	6581	3596	1647	1542	1095	4807	5902	34115	76.1139
Sylhet Sadar	86118	29084	9891	9600	1960	4164	1816	6294	8110	62809	72.9336
Biani Bazar	34116	9971	3811	3334	2289	499	1252	2795	4047	23951	70.2046
Kanaighat	47172	13013	3998	8653	2662	875	2463	1697	4160	33361	70.7220
Biswanath	30535	10595	3704	2930	917	998	693	3957	4650	23794	77.9237
Companiganj	25617	8235	1717	4715	1095	953	166	2261	2427	19142	74.7238
South Shurma	48225	15540	5157	6848	1489	1859	1227	4149	5376	36269	75.2079

 
