   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	55625	21167	3004	11620	2157	749	1100	3126	4226	42923	77.1649
Rayganj	64632	30542	2106	10756	2148	648	1443	2137	3580	49780	77.0207
Tarash	43505	21266	1391	6004	1000	779	1403	1122	2525	32965	75.7729
Sirajganj Sadar	89876	38264	7140	16814	2675	709	1394	2127	3521	69123	76.9093
Kamarkhand	27243	11370	1252	5166	1206	402	289	878	1167	20563	75.4799
Chouhali	21619	10200	1114	3723	878	394	263	422	685	16994	78.6068
Ullahpara	122021	51888	6331	24105	3450	1539	2028	4244	6272	93585	76.6958
Belkuchi	57768	27566	4378	5682	1809	263	736	1140	1876	41574	71.9672
Shazadpur	120539	41391	7900	32530	4258	945	372	3808	4180	91204	75.6635

 
