   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	18260	8029	1039	1833	353	118	178	2254	2432	13804	75.5969
Bahubal	32037	13768	2455	3245	1295	403	925	2175	3100	24266	75.7437
Madhabpur	57951	28236	4003	4907	2523	988	2403	3853	6256	46913	80.9529
Lakhai	26573	10378	1996	2964	388	228	171	2025	2196	18150	68.3024
Habiganj Sadar	55690	24196	4472	6748	2292	828	2021	4454	6475	45011	80.8242
Baniachhong	51128	20299	4803	6198	1556	151	1512	2784	4296	37303	72.9600
Chunarughat	56350	24674	3573	6406	2357	800	2960	3466	6426	44236	78.5022
Nabiganj	52159	19855	2119	7864	3880	1423	2717	2993	5710	40851	78.3201

 
