   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34992	14128	1818	5013	1185	1531	481	1991	2472	26147	74.7228
Pabna Sadar	133486	41286	10280	29934	5121	4056	5429	7267	12696	103373	77.4411
Chatmohor	73462	29919	4961	7381	3136	1879	991	6987	7978	55254	75.2144
Ishwardi	70829	23082	8903	11730	1896	3486	818	5102	5920	55017	77.6758
Faridpur	27522	9197	1705	6329	947	993	896	1521	2417	21588	78.4391
Sujanagar	61662	19816	3307	11480	4771	2143	638	4951	5589	47106	76.3939
Santhia	90341	34856	5031	21824	2966	2150	1442	5057	6499	73326	81.1658
Bera	56677	24317	3295	9890	1999	1901	796	2849	3645	45047	79.4802
Bhangoora	29095	13068	2778	2553	1162	707	980	1445	2425	22693	77.9962

 
