   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mathbaria	47367	18907	1803	7909	2300	1051	2002	2345	4347	36317	76.6715
Nazirpur	32160	11990	1593	5534	1530	1292	1141	1922	3063	25002	77.7425
Bhandaria	24503	8359	1335	4309	1781	1228	1058	774	1832	18844	76.9049
Pirojpur Sadar	26905	9594	1549	4392	1124	1536	794	1259	2053	20248	75.2574
Nesarabad	36528	16052	2044	4569	1583	1658	780	1810	2590	28496	78.0114
Kawkhali	11863	5044	764	1532	541	511	474	547	1021	9413	79.3476
Indurkani	14257	4804	497	3289	586	708	478	522	1000	10884	76.3414

 
