   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	57240	21274	4019	12753	2276	1045	1336	2927	4263	45630	79.7170
Rayganj	66249	30669	2688	12896	2279	508	1911	2292	4203	53243	80.3680
Tarash	45251	22076	1669	6624	1124	540	1989	1380	3369	35402	78.2347
Sirajganj Sadar	106965	39887	12785	21126	2795	848	1980	2520	4500	81941	76.6054
Kamarkhand	27507	10744	1505	4884	783	664	581	1041	1622	20202	73.4431
Chouhali	16478	5349	1127	3649	877	515	325	589	914	12431	75.4400
Ullahpara	119352	50257	7908	23755	2277	1755	3039	4493	7532	93484	78.3263
Belkuchi	64238	27513	6407	9467	1767	304	1049	1273	2322	47780	74.3797
Shazadpur	110037	36925	6568	29401	3484	692	1386	3735	5121	82191	74.6940

 
