   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	43995	17177	4125	5034	450	1427	580	6276	6856	35069	79.7113
Poba (Sadar)	70257	19259	5580	15825	953	2675	844	13465	14309	58601	83.4095
Mohanpur	41509	16978	2330	7219	686	1391	962	4304	5266	33870	81.5968
Puthiya	48943	18518	4368	6147	493	1290	360	8132	8492	39308	80.3138
Bagmara	96866	40132	6608	13843	2496	3540	3575	9589	13164	79783	82.3643
Charghat	47931	19009	3725	7243	993	1091	419	6344	6763	38824	80.9998
Boalia	94855	37471	27210	7752	615	996	589	5089	5678	79722	84.0462
Tanore	44934	18344	2266	5267	685	2928	1414	6796	8210	37700	83.9008
Godagari	68063	21206	6173	12731	1513	1547	2482	12746	15228	58398	85.7999
Bagha	42679	14030	3778	8606	520	1647	329	6693	7022	35603	83.4204

 
