   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Narshingdi Sadar	121117	42376	7422	24856	4338	4783	1297	10446	11743	95518	78.8642
Raipura	109613	42221	10994	16491	4615	1777	570	8548	9118	85216	77.7426
Monohordi	57684	23624	3574	9456	2549	1193	293	4392	4685	45081	78.1517
Shibpur	57107	21444	3827	8124	2899	2661	530	4243	4773	43728	76.5720
Palash	41846	17486	3864	5212	1478	1535	545	2582	3127	32702	78.1484
Belaboo	40737	16359	2630	6270	1543	1807	378	3829	4207	32816	80.5558

 
