   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16298	5741	1615	2086	324	1629	758	800	1558	12953	79.4760
Kawkhali	11431	4237	798	1977	427	894	232	678	910	9243	80.8591
Rangamati Sadar	19562	7281	1569	2779	1672	1578	568	846	1414	16293	83.2890
Baghaichhari	11592	5688	815	1355	558	431	33	562	595	9442	81.4527
Barkal	7084	2884	323	1135	326	214	238	278	516	5398	76.1999
Naniarchar	8904	3741	484	1108	324	658	401	542	943	7258	81.5139
Jurachhari	4229	2011	212	517	188	133	199	137	336	3397	80.3263
Kaptai	11041	3960	1012	2159	302	614	119	830	949	8996	81.4781
Rajasthali	4680	1843	101	664	199	513	228	207	435	3755	80.2350
Belaichhari	4725	2091	108	694	160	277	31	244	275	3605	76.2963

 
