   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34503	13561	1403	4029	567	1449	1914	4320	6234	27243	78.9584
Kaharole	34286	13485	649	4044	373	1668	1774	5081	6855	27074	78.9652
Fulbari	36240	15999	2068	2044	414	1510	3138	3334	6472	28507	78.6617
Khanshama	41478	15931	650	5861	479	2808	2197	4977	7174	32903	79.3264
Dinajpur Sadar	99940	38119	7680	15037	1150	3472	7647	8171	15818	81276	81.3248
Hakimpur	20131	8079	1643	2115	428	851	1982	1069	3051	16167	80.3090
Birganj	68118	27917	1767	7753	671	4338	3248	8483	11731	54177	79.5340
Ghoraghat	25122	10329	1367	2541	825	1246	1795	1844	3639	19947	79.4005
Birol	55156	22627	1685	5221	1092	3062	2893	7347	10240	43927	79.6414
Chirir Bandar	64141	27985	1915	7023	595	2458	3869	7728	11597	51573	80.4057
Parbatipur	83337	29938	4420	12705	1574	2610	7756	8554	16310	67557	81.0648
Nawabganj	50045	20437	1729	6646	1154	2194	4629	3703	8332	40492	80.9112
Birampur	35476	14783	1887	2537	857	1453	4427	2538	6965	28482	80.2853

 
