   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	47966	16834	1942	10668	1440	1314	419	3992	4411	36609	76.3228
Matlab (South)	43610	15703	2885	9239	864	1551	499	3022	3521	33763	77.4203
Hajiganj	62972	25102	2168	12720	1887	1798	649	4644	5293	48968	77.7615
Chandpur Sadar	73723	28104	3250	13894	2890	3402	1220	4895	6115	57655	78.2049
Kachua	80390	29260	4555	15724	2257	2033	1510	5885	7395	61224	76.1587
Faridganj	83228	32369	5276	14043	2494	3237	693	6989	7682	65101	78.2201
Hemchar	18895	8060	656	3245	461	565	251	1470	1721	14708	77.8407
Motlab (North)	57718	21790	3396	7971	1243	2381	296	5644	5940	42721	74.0168

 
