   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	57384	21262	4041	12686	2095	1061	1338	2932	4270	45415	79.1423
Rayganj	66264	30637	2692	12921	2279	508	1916	2291	4207	53244	80.3513
Tarash	45292	22030	1673	6887	1112	510	1992	1395	3387	35599	78.5989
Sirajganj Sadar	107122	40138	12837	21351	2810	836	1983	2548	4531	82503	77.0178
Kamarkhand	27539	10771	1513	4874	787	675	580	1041	1621	20241	73.4994
Chouhali	16453	5334	1143	3642	875	489	325	590	915	12398	75.3540
Ullahpara	119524	50526	8009	23784	2292	1797	3053	4500	7553	93961	78.6127
Belkuchi	64294	27537	6446	9555	1775	302	1055	1294	2349	47964	74.6011
Shazadpur	110197	36781	6581	29391	3521	703	1398	3754	5152	82129	74.5293

 
