   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56177	20977	3719	12332	1983	936	1362	2898	4260	44207	78.6923
Rayganj	66461	31027	2587	12640	2252	579	1907	2290	4197	53282	80.1703
Tarash	45117	21581	1604	6743	1111	784	1984	1315	3299	35122	77.8465
Sirajganj Sadar	106110	42445	12228	20082	2919	983	2059	2495	4554	83211	78.4196
Kamarkhand	27865	10974	1420	4896	909	632	578	1015	1593	20424	73.2962
Chouhali	16435	5635	995	3496	865	496	333	500	833	12320	74.9620
Ullahpara	122919	50701	7941	23409	2497	1723	3039	4555	7594	93865	76.3633
Belkuchi	61495	27475	5833	9129	1900	382	1230	1233	2463	47182	76.7249
Shazadpur	117948	41953	7205	28555	3727	690	1384	3811	5195	87325	74.0369

 
