   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	59204	22412	3832	9145	2649	3047	1692	5135	6827	47912	80.9270
Bhariab Bazar	55487	22449	2793	8578	2057	3145	905	4813	5718	44740	80.6315
Austagram	29155	10596	1772	4674	2053	1142	403	3136	3539	23776	81.5503
Kishoreganj Sadar	70782	31004	4583	9280	2236	3594	2622	4532	7154	57851	81.7312
Hossainpur	36738	16406	1851	4391	1525	2019	496	2412	2908	29100	79.2095
Nikli	26385	10699	1586	2818	1529	1295	207	3049	3256	21183	80.2843
Bazitpur	44019	19618	3398	4231	951	1488	1162	2831	3993	33679	76.5101
Pakundia	42001	17880	3046	5087	1563	2131	1730	2264	3994	33701	80.2386
Itna	32216	16707	2154	2625	682	917	699	2577	3276	26361	81.8258
Kuliarchar	33166	13716	1299	4182	1191	2392	1265	2465	3730	26510	79.9313
Tarail	28956	13711	1614	2411	788	1282	680	1817	2497	22303	77.0238
Karimganj	52674	23423	3032	5742	1898	2943	1316	3669	4985	42023	79.7794
Mithamoin	23581	10135	1559	2486	882	619	849	1826	2675	18356	77.8423

 
